activity subject variable mean
walking_downstairs 13 tBodyAcc.mean...Z -0.101993941531915
walking_downstairs 14 tBodyAcc.mean...Z -0.0928330165533333
walking_downstairs 15 tBodyAcc.mean...Z -0.110526066428571
walking_downstairs 16 tBodyAcc.mean...Z -0.119873705148936
walking_downstairs 17 tBodyAcc.mean...Z -0.0892432745173913
walking_downstairs 18 tBodyAcc.mean...Z -0.1033908092
walking_downstairs 19 tBodyAcc.mean...Z -0.133695240660974
walking_downstairs 20 tBodyAcc.mean...Z -0.104602925937778
walking_downstairs 21 tBodyAcc.mean...Z -0.09816866218
walking_downstairs 22 tBodyAcc.mean...Z -0.1074157796
walking_downstairs 23 tBodyAcc.mean...Z -0.0988123712574074
walking_downstairs 24 tBodyAcc.mean...Z -0.104818820272727
walking_downstairs 25 tBodyAcc.mean...Z -0.107192376965517
walking_downstairs 26 tBodyAcc.mean...Z -0.1064396194
walking_downstairs 27 tBodyAcc.mean...Z -0.112837694688636
walking_downstairs 28 tBodyAcc.mean...Z -0.10858897408913
walking_downstairs 29 tBodyAcc.mean...Z -0.0981339984895833
walking_downstairs 30 tBodyAcc.mean...Z -0.0999781422322581
walking_upstairs 1 tBodyAcc.mean...Z -0.0973020020943396
walking_upstairs 2 tBodyAcc.mean...Z -0.152513899520833
walking_upstairs 3 tBodyAcc.mean...Z -0.110064863437288
walking_upstairs 4 tBodyAcc.mean...Z -0.114219455519231
walking_upstairs 5 tBodyAcc.mean...Z -0.107471453914894
walking_upstairs 6 tBodyAcc.mean...Z -0.122082438784314
walking_upstairs 7 tBodyAcc.mean...Z -0.143769688803922
walking_upstairs 8 tBodyAcc.mean...Z -0.11512211995122
walking_upstairs 9 tBodyAcc.mean...Z -0.125219003959184
walking_upstairs 10 tBodyAcc.mean...Z -0.118180420834043
walking_upstairs 11 tBodyAcc.mean...Z -0.106797216481481
walking_upstairs 12 tBodyAcc.mean...Z -0.107339730115385
walking_upstairs 13 tBodyAcc.mean...Z -0.125767265890909
walking_upstairs 14 tBodyAcc.mean...Z -0.112279688983333
walking_upstairs 15 tBodyAcc.mean...Z -0.116952464895833
walking_upstairs 16 tBodyAcc.mean...Z -0.124074517745098
walking_upstairs 17 tBodyAcc.mean...Z -0.121290442104167
walking_upstairs 18 tBodyAcc.mean...Z -0.112655891327586
walking_upstairs 19 tBodyAcc.mean...Z -0.151054607725
walking_upstairs 20 tBodyAcc.mean...Z -0.121023947784314
walking_upstairs 21 tBodyAcc.mean...Z -0.125414265340426
walking_upstairs 22 tBodyAcc.mean...Z -0.117550861738095
walking_upstairs 23 tBodyAcc.mean...Z -0.126890616782353
walking_upstairs 24 tBodyAcc.mean...Z -0.114248610966102
walking_upstairs 25 tBodyAcc.mean...Z -0.126210440292308
walking_upstairs 26 tBodyAcc.mean...Z -0.121943461236364
walking_upstairs 27 tBodyAcc.mean...Z -0.123530438196078
walking_upstairs 28 tBodyAcc.mean...Z -0.121514025692157
walking_upstairs 29 tBodyAcc.mean...Z -0.118000587840816
walking_upstairs 30 tBodyAcc.mean...Z -0.124697493775385
laying 1 tGravityAcc.mean...X -0.24888179828
laying 2 tGravityAcc.mean...X -0.509754238125
laying 3 tGravityAcc.mean...X -0.241758478064516
laying 4 tGravityAcc.mean...X -0.420664662222222
laying 5 tGravityAcc.mean...X -0.483470597692308
laying 6 tGravityAcc.mean...X -0.47670987877193
laying 7 tGravityAcc.mean...X -0.502814250576923
laying 8 tGravityAcc.mean...X -0.405930036111111
laying 9 tGravityAcc.mean...X -0.5802528348
laying 10 tGravityAcc.mean...X -0.453069737586207
laying 11 tGravityAcc.mean...X -0.134832031403509
laying 12 tGravityAcc.mean...X -0.3785920653
laying 13 tGravityAcc.mean...X -0.156852206467742
laying 14 tGravityAcc.mean...X -0.145483631627451
laying 15 tGravityAcc.mean...X -0.1719930545
laying 16 tGravityAcc.mean...X -0.206783742242857
laying 17 tGravityAcc.mean...X -0.19913309
laying 18 tGravityAcc.mean...X -0.220600509076923
laying 19 tGravityAcc.mean...X -0.680043155060241
laying 20 tGravityAcc.mean...X -0.472431415573529
laying 21 tGravityAcc.mean...X -0.174349174822222
laying 22 tGravityAcc.mean...X -0.418494577083333
laying 23 tGravityAcc.mean...X -0.391564962777778
laying 24 tGravityAcc.mean...X -0.359292534027778
laying 25 tGravityAcc.mean...X -0.461102531369863
laying 26 tGravityAcc.mean...X -0.621309715263158
laying 27 tGravityAcc.mean...X -0.530434604864865
laying 28 tGravityAcc.mean...X -0.490334541875
laying 29 tGravityAcc.mean...X -0.346789842753623
laying 30 tGravityAcc.mean...X -0.344737755285714
sitting 1 tGravityAcc.mean...X 0.831509933404255
sitting 2 tGravityAcc.mean...X 0.940477273043478
sitting 3 tGravityAcc.mean...X 0.901098984615385
sitting 4 tGravityAcc.mean...X 0.8693030064
sitting 5 tGravityAcc.mean...X 0.880731443863636
sitting 6 tGravityAcc.mean...X 0.933692934909091
sitting 7 tGravityAcc.mean...X 0.969147824375
sitting 8 tGravityAcc.mean...X 0.832453878043478
sitting 9 tGravityAcc.mean...X 0.9163245106
sitting 10 tGravityAcc.mean...X 0.791887198148148
sitting 11 tGravityAcc.mean...X 0.871963798301887
sitting 12 tGravityAcc.mean...X 0.926228975490196
sitting 13 tGravityAcc.mean...X 0.92557651244898
sitting 14 tGravityAcc.mean...X 0.939038759814815
sitting 15 tGravityAcc.mean...X 0.89036426220339
sitting 16 tGravityAcc.mean...X 0.942457377971014
sitting 17 tGravityAcc.mean...X 0.94488374765625
sitting 18 tGravityAcc.mean...X 0.909816469298246
sitting 19 tGravityAcc.mean...X 0.581371509041096
sitting 20 tGravityAcc.mean...X 0.924454522424242
sitting 21 tGravityAcc.mean...X 0.940031368
sitting 22 tGravityAcc.mean...X 0.839305928709677
sitting 23 tGravityAcc.mean...X 0.936509242941176
sitting 24 tGravityAcc.mean...X 0.919637604411765
sitting 25 tGravityAcc.mean...X 0.865686078153846
sitting 26 tGravityAcc.mean...X 0.782955611794872
sitting 27 tGravityAcc.mean...X 0.839464714
sitting 28 tGravityAcc.mean...X 0.907331309166667
sitting 29 tGravityAcc.mean...X 0.891563755166667
sitting 30 tGravityAcc.mean...X 0.825473836935484
standing 1 tGravityAcc.mean...X 0.942952000377358
standing 2 tGravityAcc.mean...X 0.896928566851852
standing 3 tGravityAcc.mean...X 0.93503077852459
standing 4 tGravityAcc.mean...X 0.95619779125
standing 5 tGravityAcc.mean...X 0.960188699107143
standing 6 tGravityAcc.mean...X 0.945139003859649
standing 7 tGravityAcc.mean...X 0.958728687924528
standing 8 tGravityAcc.mean...X 0.957669921111111
standing 9 tGravityAcc.mean...X 0.961323502222222
standing 10 tGravityAcc.mean...X 0.954008785454545
standing 11 tGravityAcc.mean...X 0.956464535957447
standing 12 tGravityAcc.mean...X 0.957317821803279
standing 13 tGravityAcc.mean...X 0.942695296842105
standing 14 tGravityAcc.mean...X 0.875319569
standing 15 tGravityAcc.mean...X 0.965528899622642
standing 16 tGravityAcc.mean...X 0.941587749358974
standing 17 tGravityAcc.mean...X 0.904678547435897
standing 18 tGravityAcc.mean...X 0.947573239863014
standing 19 tGravityAcc.mean...X 0.944045837534247
standing 20 tGravityAcc.mean...X 0.911231752465753
standing 21 tGravityAcc.mean...X 0.881213341910112
standing 22 tGravityAcc.mean...X 0.954064297619048
standing 23 tGravityAcc.mean...X 0.919857125882353
standing 24 tGravityAcc.mean...X 0.96644228
standing 25 tGravityAcc.mean...X 0.929794733108108
standing 26 tGravityAcc.mean...X 0.965460891621622
standing 27 tGravityAcc.mean...X 0.965351492
standing 28 tGravityAcc.mean...X 0.948514848481013
standing 29 tGravityAcc.mean...X 0.974508732
standing 30 tGravityAcc.mean...X 0.968556705084746
walking 1 tGravityAcc.mean...X 0.935223201473684
walking 2 tGravityAcc.mean...X 0.91301733338983
walking 3 tGravityAcc.mean...X 0.936506743275862
walking 4 tGravityAcc.mean...X 0.963999696833333
walking 5 tGravityAcc.mean...X 0.972624959821429
walking 6 tGravityAcc.mean...X 0.958067455087719
walking 7 tGravityAcc.mean...X 0.932566472280702
walking 8 tGravityAcc.mean...X 0.913586347916667
walking 9 tGravityAcc.mean...X 0.951867079615385
walking 10 tGravityAcc.mean...X 0.963092149811321
walking 11 tGravityAcc.mean...X 0.946468451355932
walking 12 tGravityAcc.mean...X 0.9668735148
walking 13 tGravityAcc.mean...X 0.910855709298246
walking 14 tGravityAcc.mean...X 0.802973961525424
walking 15 tGravityAcc.mean...X 0.951524391481481
walking 16 tGravityAcc.mean...X 0.925981326078431
walking 17 tGravityAcc.mean...X 0.92811236852459
walking 18 tGravityAcc.mean...X 0.92386524875
walking 19 tGravityAcc.mean...X 0.935222559230769
walking 20 tGravityAcc.mean...X 0.899965205686274
walking 21 tGravityAcc.mean...X 0.862524800961538
walking 22 tGravityAcc.mean...X 0.936096410434783
walking 23 tGravityAcc.mean...X 0.939809688644068
walking 24 tGravityAcc.mean...X 0.95970108137931
walking 25 tGravityAcc.mean...X 0.937483114459459
walking 26 tGravityAcc.mean...X 0.960647754576271
walking 27 tGravityAcc.mean...X 0.944759287368421
walking 28 tGravityAcc.mean...X 0.942930275555556
walking 29 tGravityAcc.mean...X 0.96237438509434
walking 30 tGravityAcc.mean...X 0.965217551076923
walking_downstairs 1 tGravityAcc.mean...X 0.931874418979592
walking_downstairs 2 tGravityAcc.mean...X 0.861831345531915
walking_downstairs 3 tGravityAcc.mean...X 0.939057787755102
walking_downstairs 4 tGravityAcc.mean...X 0.947731858666667
walking_downstairs 5 tGravityAcc.mean...X 0.956649352553192
walking_downstairs 6 tGravityAcc.mean...X 0.928531455208333
walking_downstairs 7 tGravityAcc.mean...X 0.930623632765957
walking_downstairs 8 tGravityAcc.mean...X 0.914023498421053
walking_downstairs 9 tGravityAcc.mean...X 0.938417773333333
walking_downstairs 10 tGravityAcc.mean...X 0.939807421052632
walking_downstairs 11 tGravityAcc.mean...X 0.941746406521739
walking_downstairs 12 tGravityAcc.mean...X 0.949861980652174
walking_downstairs 13 tGravityAcc.mean...X 0.941875619787234
walking_downstairs 14 tGravityAcc.mean...X 0.81629643
walking_downstairs 15 tGravityAcc.mean...X 0.932302200476191
walking_downstairs 16 tGravityAcc.mean...X 0.917818427021277
walking_downstairs 17 tGravityAcc.mean...X 0.928817578043478
walking_downstairs 18 tGravityAcc.mean...X 0.932277478363636
walking_downstairs 19 tGravityAcc.mean...X 0.881940855128205
walking_downstairs 20 tGravityAcc.mean...X 0.91972663
walking_downstairs 21 tGravityAcc.mean...X 0.872683205555556
walking_downstairs 22 tGravityAcc.mean...X 0.921820641944444
walking_downstairs 23 tGravityAcc.mean...X 0.923711401296296
walking_downstairs 24 tGravityAcc.mean...X 0.950883416727273
walking_downstairs 25 tGravityAcc.mean...X 0.929627532241379
walking_downstairs 26 tGravityAcc.mean...X 0.9467972718
walking_downstairs 27 tGravityAcc.mean...X 0.931380178636364
walking_downstairs 28 tGravityAcc.mean...X 0.929291680434783
walking_downstairs 29 tGravityAcc.mean...X 0.948486215
walking_downstairs 30 tGravityAcc.mean...X 0.958000491451613
walking_upstairs 1 tGravityAcc.mean...X 0.89335109754717
walking_upstairs 2 tGravityAcc.mean...X 0.790717418541667
walking_upstairs 3 tGravityAcc.mean...X 0.883533436101695
walking_upstairs 4 tGravityAcc.mean...X 0.946264314423077
walking_upstairs 5 tGravityAcc.mean...X 0.936821834893617
walking_upstairs 6 tGravityAcc.mean...X 0.913632241568627
walking_upstairs 7 tGravityAcc.mean...X 0.81874656
walking_upstairs 8 tGravityAcc.mean...X 0.860368718780488
walking_upstairs 9 tGravityAcc.mean...X 0.902647777755102
walking_upstairs 10 tGravityAcc.mean...X 0.931861027446809
walking_upstairs 11 tGravityAcc.mean...X 0.892626155555556
walking_upstairs 12 tGravityAcc.mean...X 0.938371473269231
walking_upstairs 13 tGravityAcc.mean...X 0.847634313454545
walking_upstairs 14 tGravityAcc.mean...X 0.688256122222222
walking_upstairs 15 tGravityAcc.mean...X 0.918544812291667
walking_upstairs 16 tGravityAcc.mean...X 0.826874282745098
walking_upstairs 17 tGravityAcc.mean...X 0.853530565833333
walking_upstairs 18 tGravityAcc.mean...X 0.883330258448276
walking_upstairs 19 tGravityAcc.mean...X 0.8294283725
walking_upstairs 20 tGravityAcc.mean...X 0.777095717058824
walking_upstairs 21 tGravityAcc.mean...X 0.781177210851064
walking_upstairs 22 tGravityAcc.mean...X 0.889454382857143
walking_upstairs 23 tGravityAcc.mean...X 0.843438810196078
walking_upstairs 24 tGravityAcc.mean...X 0.906369500508475
walking_upstairs 25 tGravityAcc.mean...X 0.927693239538462
walking_upstairs 26 tGravityAcc.mean...X 0.942095257090909
walking_upstairs 27 tGravityAcc.mean...X 0.868000278627451
walking_upstairs 28 tGravityAcc.mean...X 0.854508231764706
walking_upstairs 29 tGravityAcc.mean...X 0.929258953877551
walking_upstairs 30 tGravityAcc.mean...X 0.93182983
laying 1 tGravityAcc.mean...Y 0.70554977346
laying 2 tGravityAcc.mean...Y 0.752536639375
laying 3 tGravityAcc.mean...Y 0.837032099677419
laying 4 tGravityAcc.mean...Y 0.915165104259259
laying 5 tGravityAcc.mean...Y 0.954890346153846
laying 6 tGravityAcc.mean...Y 0.956593814210526
laying 7 tGravityAcc.mean...Y 0.393444278076923
laying 8 tGravityAcc.mean...Y 0.589922434814815
laying 9 tGravityAcc.mean...Y -0.1191541962
laying 10 tGravityAcc.mean...Y -0.139297681034483
laying 11 tGravityAcc.mean...Y 0.943017941403509
laying 12 tGravityAcc.mean...Y 0.8033788345
laying 13 tGravityAcc.mean...Y 0.656400944354839
laying 14 tGravityAcc.mean...Y 0.48539692745098
laying 15 tGravityAcc.mean...Y 0.899242553055556
laying 16 tGravityAcc.mean...Y -0.0199270225714286
laying 17 tGravityAcc.mean...Y 0.658792072253521
laying 18 tGravityAcc.mean...Y 0.719755403692308
laying 19 tGravityAcc.mean...Y 0.725646622771084
laying 20 tGravityAcc.mean...Y 0.864882956617647
laying 21 tGravityAcc.mean...Y 0.599992678
laying 22 tGravityAcc.mean...Y 0.632484075694444
laying 23 tGravityAcc.mean...Y 0.438434067361111
laying 24 tGravityAcc.mean...Y 0.738430699305556
laying 25 tGravityAcc.mean...Y 0.620658919917808
laying 26 tGravityAcc.mean...Y 0.803015011578947
laying 27 tGravityAcc.mean...Y 0.567879494054054
laying 28 tGravityAcc.mean...Y 0.1440732745
laying 29 tGravityAcc.mean...Y 0.807535373478261
laying 30 tGravityAcc.mean...Y 0.732661247714286
sitting 1 tGravityAcc.mean...Y 0.204411592680851
sitting 2 tGravityAcc.mean...Y -0.105630024498783
sitting 3 tGravityAcc.mean...Y 0.127303379245962
sitting 4 tGravityAcc.mean...Y 0.211622539936894
sitting 5 tGravityAcc.mean...Y 0.168445524
sitting 6 tGravityAcc.mean...Y 0.0682628663363636
sitting 7 tGravityAcc.mean...Y 0.00608846646041667
sitting 8 tGravityAcc.mean...Y 0.240095117065217
sitting 9 tGravityAcc.mean...Y -0.0414258228938
sitting 10 tGravityAcc.mean...Y -0.041260775
sitting 11 tGravityAcc.mean...Y 0.213716305739623
sitting 12 tGravityAcc.mean...Y 0.0830509010823529
sitting 13 tGravityAcc.mean...Y 0.101769752489796
sitting 14 tGravityAcc.mean...Y -0.0364533962277778
sitting 15 tGravityAcc.mean...Y 0.210849305016949
sitting 16 tGravityAcc.mean...Y -0.086588253942029
sitting 17 tGravityAcc.mean...Y -0.002814673171875
sitting 18 tGravityAcc.mean...Y 0.12988647622807
sitting 19 tGravityAcc.mean...Y 0.360343534657534
sitting 20 tGravityAcc.mean...Y 0.0733385412878788
sitting 21 tGravityAcc.mean...Y 0.0215206708823529
sitting 22 tGravityAcc.mean...Y 0.208553884
sitting 23 tGravityAcc.mean...Y 0.1217510625
sitting 24 tGravityAcc.mean...Y 0.182254651955882
sitting 25 tGravityAcc.mean...Y 0.208287142261538
sitting 26 tGravityAcc.mean...Y 0.223105562025641
sitting 27 tGravityAcc.mean...Y 0.212947021371429
sitting 28 tGravityAcc.mean...Y -0.112596728361111
sitting 29 tGravityAcc.mean...Y 0.1556594569
sitting 30 tGravityAcc.mean...Y 0.114588392624871
standing 1 tGravityAcc.mean...Y -0.272983832264151
standing 2 tGravityAcc.mean...Y -0.370062696851852
standing 3 tGravityAcc.mean...Y -0.301735130327869
standing 4 tGravityAcc.mean...Y -0.0759009061071429
standing 5 tGravityAcc.mean...Y -0.03871012665
standing 6 tGravityAcc.mean...Y -0.230251036140351
standing 7 tGravityAcc.mean...Y -0.117607048924528
standing 8 tGravityAcc.mean...Y -0.0904603488214815
standing 9 tGravityAcc.mean...Y -0.010383816474
standing 10 tGravityAcc.mean...Y -0.0431597830454545
standing 11 tGravityAcc.mean...Y -0.173082704680851
standing 12 tGravityAcc.mean...Y -0.21886535557377
standing 13 tGravityAcc.mean...Y -0.239943146315789
standing 14 tGravityAcc.mean...Y -0.226692231166667
standing 15 tGravityAcc.mean...Y -0.164713175490566
standing 16 tGravityAcc.mean...Y -0.0578867045
standing 17 tGravityAcc.mean...Y -0.257486817948718
standing 18 tGravityAcc.mean...Y -0.204206320958904
standing 19 tGravityAcc.mean...Y -0.223897807808219
standing 20 tGravityAcc.mean...Y -0.305938716712329
standing 21 tGravityAcc.mean...Y -0.346155558876404
standing 22 tGravityAcc.mean...Y -0.226418773650794
standing 23 tGravityAcc.mean...Y -0.117401359697059
standing 24 tGravityAcc.mean...Y -0.145201300942029
standing 25 tGravityAcc.mean...Y -0.159316786486486
standing 26 tGravityAcc.mean...Y -0.140315421824324
standing 27 tGravityAcc.mean...Y -0.188504847375
standing 28 tGravityAcc.mean...Y -0.247656166582278
standing 29 tGravityAcc.mean...Y -0.05848715356
standing 30 tGravityAcc.mean...Y -0.100296804186441
walking 1 tGravityAcc.mean...Y -0.282165021263158
walking 2 tGravityAcc.mean...Y -0.34660709
walking 3 tGravityAcc.mean...Y -0.261986357931034
walking 4 tGravityAcc.mean...Y -0.0858540265666667
walking 5 tGravityAcc.mean...Y -0.100440285303571
walking 6 tGravityAcc.mean...Y -0.214694852280702
walking 7 tGravityAcc.mean...Y -0.159097003684211
walking 8 tGravityAcc.mean...Y -0.217102194583333
walking 9 tGravityAcc.mean...Y -0.0314341738730769
walking 10 tGravityAcc.mean...Y -0.0838277013962264
walking 11 tGravityAcc.mean...Y -0.212045870169492
walking 12 tGravityAcc.mean...Y -0.1559834498
walking 13 tGravityAcc.mean...Y -0.283658580877193
walking 14 tGravityAcc.mean...Y -0.270314822881356
walking 15 tGravityAcc.mean...Y -0.233918282592593
walking 16 tGravityAcc.mean...Y -0.0668246472745098
walking 17 tGravityAcc.mean...Y -0.179927382704918
walking 18 tGravityAcc.mean...Y -0.254317085892857
walking 19 tGravityAcc.mean...Y -0.2233381
walking 20 tGravityAcc.mean...Y -0.344443913137255
walking 21 tGravityAcc.mean...Y -0.370984549423077
walking 22 tGravityAcc.mean...Y -0.259644937173913
walking 23 tGravityAcc.mean...Y -0.16176137
walking 24 tGravityAcc.mean...Y -0.115116241810345
walking 25 tGravityAcc.mean...Y -0.127315870743243
walking 26 tGravityAcc.mean...Y -0.133922185084746
walking 27 tGravityAcc.mean...Y -0.187497034561404
walking 28 tGravityAcc.mean...Y -0.229316151481481
walking 29 tGravityAcc.mean...Y -0.127318078679245
walking 30 tGravityAcc.mean...Y -0.157673823846154
walking_downstairs 1 tGravityAcc.mean...Y -0.266610338979592
walking_downstairs 2 tGravityAcc.mean...Y -0.325780100638298
walking_downstairs 3 tGravityAcc.mean...Y -0.228829214285714
walking_downstairs 4 tGravityAcc.mean...Y -0.0620852772955556
walking_downstairs 5 tGravityAcc.mean...Y -0.0607578318319149
walking_downstairs 6 tGravityAcc.mean...Y -0.214046334375
walking_downstairs 7 tGravityAcc.mean...Y -0.12987167306383
walking_downstairs 8 tGravityAcc.mean...Y -0.187610243421053
walking_downstairs 9 tGravityAcc.mean...Y -0.0352304645104762
walking_downstairs 10 tGravityAcc.mean...Y -0.0646160768947368
walking_downstairs 11 tGravityAcc.mean...Y -0.200321942608696
walking_downstairs 12 tGravityAcc.mean...Y -0.178702175434783
walking_downstairs 13 tGravityAcc.mean...Y -0.211555112553191
walking_downstairs 14 tGravityAcc.mean...Y -0.264254674666667
walking_downstairs 15 tGravityAcc.mean...Y -0.167462317142857
walking_downstairs 16 tGravityAcc.mean...Y -0.0584832676382979
walking_downstairs 17 tGravityAcc.mean...Y -0.151077057652174
walking_downstairs 18 tGravityAcc.mean...Y -0.225809125454545
walking_downstairs 19 tGravityAcc.mean...Y -0.215018042307692
walking_downstairs 20 tGravityAcc.mean...Y -0.277419718666667
walking_downstairs 21 tGravityAcc.mean...Y -0.356673289555556
walking_downstairs 22 tGravityAcc.mean...Y -0.222215179444444
walking_downstairs 23 tGravityAcc.mean...Y -0.110028841648148
walking_downstairs 24 tGravityAcc.mean...Y -0.128326710927273
walking_downstairs 25 tGravityAcc.mean...Y -0.0724270175862069
walking_downstairs 26 tGravityAcc.mean...Y -0.0799003729
walking_downstairs 27 tGravityAcc.mean...Y -0.166938774772727
walking_downstairs 28 tGravityAcc.mean...Y -0.235897105217391
walking_downstairs 29 tGravityAcc.mean...Y -0.0760962952291667
walking_downstairs 30 tGravityAcc.mean...Y -0.126710371903226
walking_upstairs 1 tGravityAcc.mean...Y -0.362153364339623
walking_upstairs 2 tGravityAcc.mean...Y -0.416214890416667
walking_upstairs 3 tGravityAcc.mean...Y -0.382851153728814
walking_upstairs 4 tGravityAcc.mean...Y -0.232944304615385
walking_upstairs 5 tGravityAcc.mean...Y -0.265942569148936
walking_upstairs 6 tGravityAcc.mean...Y -0.340732608823529
walking_upstairs 7 tGravityAcc.mean...Y -0.240950944117647
walking_upstairs 8 tGravityAcc.mean...Y -0.291341491707317
